timestamp,type,data,session_id
2026-05-20 01:04:08,QRCODE,http://en.m.wikipedia.org,010345
2026-05-20 01:04:19,QRCODE,https://www.parkerbrand.co.uk/52cc-petrol-strimmer-brush-cutter-extras,010345
2026-05-20 01:04:19,QRCODE,https://impressionalimentaire.com/,010345
